team,league,attendance,games,avg att,road att,minimum,maximum,apr,may,jun,jul,aug,sep,ballparks
Atlanta Braves,NL,"1,217,403",80,"15,218","1,911,538","10,523","45,679","118,565","239,565","245,802","292,669","182,629","138,173",Atlanta-Fulton County Stadium
Baltimore Orioles,AL,"1,845,251",78,"23,657","1,879,995","11,407","51,650","178,072","303,635","404,644","302,339","353,209","303,352",Memorial Stadium
Boston Red Sox,AL,"2,231,649",79,"28,249","1,999,230","13,740","35,486","214,332","372,957","438,991","354,678","475,276","375,415",Fenway Park
Chicago Cubs,NL,"2,035,202",79,"25,762","2,085,808","10,097","39,008","171,682","281,147","515,355","455,209","301,129","310,680",Wrigley Field
Chicago White Sox,AL,"1,208,070",79,"15,292","1,860,781","10,105","40,025","156,400","265,163","177,909","202,844","251,857","153,897",Comiskey Park I
Cincinnati Reds,NL,"2,185,205",80,"27,315","2,140,240","11,982","55,166","278,651","313,146","385,141","468,921","465,861","273,485",Cinergy Field
Cleveland Indians,AL,"1,076,898",79,"13,632","1,779,931","10,084","64,540","201,681","166,532","205,241","172,367","239,125","91,952",Cleveland Stadium
Detroit Tigers,AL,"2,061,830",80,"25,773","2,018,510","10,918","51,315","176,830","239,411","341,910","349,358","502,474","451,847",Tiger Stadium
Houston Astros,NL,"1,920,997",81,"23,716","1,894,378","10,328","44,585","300,282","263,941","330,568","335,411","358,797","331,998",Astrodome
Kansas City Royals,AL,"2,392,471",80,"29,906","2,046,995","16,023","40,746","249,333","436,663","362,591","450,720","428,962","464,202",Kauffman Stadium
Los Angeles Dodgers,NL,"2,800,409",80,"35,005","2,124,122","16,415","48,980","436,456","520,152","547,517","510,899","380,696","404,689",Dodger Stadium
Milwaukee Brewers,AL,"1,908,784",80,"23,860","1,999,325","10,555","52,770","268,534","243,518","431,340","314,235","422,696","228,461",County Stadium
Minnesota Twins,AL,"2,082,203",81,"25,706","1,880,067","10,053","53,106","206,814","314,451","263,583","316,788","469,857","510,710",Hubert H. Humphrey Metrodome
Montreal Expos,NL,"1,850,324",81,"22,844","2,013,418","10,134","50,482","95,856","180,112","355,974","404,406","458,586","355,390",Stade Olympique
New York Mets,NL,"3,027,121",79,"38,318","2,323,804","17,518","51,795","346,641","456,117","496,900","447,800","784,896","494,767",Shea Stadium
New York Yankees,AL,"2,427,702",78,"31,124","2,451,147","18,244","55,612","225,134","341,317","506,639","495,060","337,075","522,477",Yankee Stadium I
Oakland Athletics,AL,"1,678,922",80,"20,987","1,932,185","10,143","46,120","260,355","249,329","216,625","350,913","336,747","264,953",Oakland-Alameda County Coliseum
Philadelphia Phillies,NL,"2,100,110",79,"26,584","2,061,374","10,338","56,825","255,231","331,344","352,631","363,518","517,202","280,184",Veterans Stadium
Pittsburgh Pirates,NL,"1,161,193",79,"14,699","1,901,675","10,105","52,119","158,946","211,205","203,819","188,218","237,153","161,852",Three Rivers Stadium
San Diego Padres,NL,"1,454,101",80,"18,176","1,806,994","10,893","50,494","231,487","299,607","252,353","197,757","242,304","230,593",Qualcomm Stadium
San Francisco Giants,NL,"1,917,863",79,"24,277","2,157,748","10,522","52,374","255,451","266,847","264,622","217,926","443,787","469,230",Candlestick Park
Seattle Mariners,AL,"1,133,010",81,"13,988","1,795,617","10,012","42,570","184,444","231,481","163,860","212,433","220,920","119,872",Kingdome
St. Louis Cardinals,NL,"3,073,131",78,"39,399","2,321,960","22,575","49,652","340,802","511,740","495,942","433,655","536,766","754,226",Busch Stadium II
Texas Rangers,AL,"1,763,749",80,"22,047","1,796,839","10,328","42,415","263,209","284,841","335,012","381,372","265,204","234,111",Arlington Stadium
Toronto Blue Jays,AL,"2,778,459",81,"34,302","1,959,124","17,285","47,828","282,403","298,756","552,803","551,798","413,818","678,881",Exhibition Stadium
California Angels,AL,"2,696,208",81,"33,287","1,885,460","21,969","62,531","410,523","488,221","439,206","425,397","611,873","320,988",Angel Stadium of Anaheim
