team,league,attendance,games,avg att,road att,minimum,maximum,apr,may,jun,jul,aug,sep,ballparks
Arizona Diamondbacks,NL,"1,043,010",81,"12,877","1,606,531","10,311","31,661","99,360","172,929","179,248","227,190","150,391","213,892",Chase Field
Atlanta Braves,NL,"2,299,647",78,"29,483","1,401,517","11,739","41,136","204,922","415,707","482,230","405,898","387,092","403,798",Truist Park
Baltimore Orioles,AL,"793,229",78,"10,170","1,311,229","10,013","30,898","88,237","98,004","126,557","146,984","166,951","166,496",Oriole Park at Camden Yards
Boston Red Sox,AL,"1,725,323",81,"21,300","1,575,470","20,070","36,869","73,960","122,531","366,101","378,696","356,334","427,701",Fenway Park
Chicago Cubs,NL,"1,978,934",81,"24,431","1,833,612","10,137","40,077","154,792","198,985","330,248","426,553","409,008","459,348",Wrigley Field
Chicago White Sox,AL,"1,596,385",78,"20,466","1,326,125","12,761","38,668","97,882","178,243","304,160","261,476","405,514","349,110","Guaranteed Rate Field, Field of Dreams"
Cincinnati Reds,NL,"1,505,024",81,"18,581","1,581,141","10,209","40,854","145,154","164,913","269,469","366,791","277,463","281,234",Great American Ballpark
Cleveland Indians,AL,"1,114,368",77,"14,472","1,301,152","1,832","31,406","90,588","98,983","143,496","263,089","282,384","235,828","Progressive Field, BB&T Ballpark at Bowman Field"
Colorado Rockies,NL,"1,938,645",78,"24,854","1,599,986","10,144","48,245","216,694","167,645","397,700","346,484","368,599","441,523",Coors Field
Detroit Tigers,AL,"1,102,621",81,"13,613","1,292,408","10,585","32,845","99,525","116,548","151,017","236,010","301,390","198,131",Comerica Park
Houston Astros,AL,"2,068,509",81,"25,537","1,453,778","11,862","41,259","245,317","399,346","330,693","378,581","310,533","404,039",Minute Maid Park
Kansas City Royals,AL,"1,159,613",81,"14,316","1,297,810","10,042","35,784","95,522","153,521","193,985","282,474","188,844","245,267",Kauffman Stadium
Los Angeles Dodgers,NL,"2,804,693",81,"34,626","2,038,230","14,088","53,114","197,207","229,794","498,270","455,631","809,579","614,212",Dodger Stadium
Milwaukee Brewers,NL,"1,824,282",81,"22,522","1,583,450","10,226","43,430","157,996","179,219","367,645","273,451","359,103","486,868",American Family Field
Minnesota Twins,AL,"1,310,199",80,"16,377","1,360,356","10,270","29,342","89,644","191,199","200,528","283,405","278,364","267,059",Target Field
New York Mets,NL,"1,511,926",73,"20,711","1,637,185","10,251","43,144","80,174","76,863","281,350","367,595","353,277","352,667",Citi Field
New York Yankees,AL,"1,959,854",80,"24,498","1,669,639","10,010","43,180","120,254","167,547","318,398","312,620","491,623","549,412",Yankee Stadium II
Oakland Athletics,AL,"701,430",80,"8,768","1,545,914","10,029","40,133","82,539","100,911","57,029","123,170","234,056","103,725",Oakland-Alameda County Coliseum
Philadelphia Phillies,NL,"1,515,890",79,"19,188","1,578,864","10,110","39,186","133,378","144,058","236,969","296,647","411,920","292,918",Citizens Bank Park
Pittsburgh Pirates,NL,"859,498",81,"10,611","1,657,551","10,056","32,071","55,474","93,325","126,457","236,176","175,272","172,794",PNC Park
San Diego Padres,NL,"2,191,950",81,"27,061","1,749,061","10,350","44,144","179,200","213,500","500,226","424,698","478,744","395,582",Petco Park
San Francisco Giants,NL,"1,679,484",81,"20,734","1,797,376","10,008","41,155","76,848","96,612","260,834","395,129","316,066","533,995",Oracle Park
Seattle Mariners,AL,"1,215,985",81,"15,012","1,332,716","10,014","44,414","100,577","153,047","122,410","327,397","228,674","283,880",T-Mobile Park
St. Louis Cardinals,NL,"2,102,530",80,"26,282","1,661,979","12,686","46,525","169,963","182,090","398,245","323,146","447,958","581,128",Busch Stadium III
Tampa Bay Rays,AL,"761,072",80,"9,513","1,323,495","10,071","23,783","75,683","83,853","109,741","148,731","131,967","211,097",Tropicana Field
Texas Rangers,AL,"2,110,258",81,"26,053","1,155,543","14,747","38,238","343,282","366,390","406,162","297,022","378,137","319,265",Globe Life Field in Arlington
Toronto Blue Jays,AL,"809,557",80,"10,119","1,279,075","1,107","29,942","13,276","17,660","88,084","109,445","263,814","317,278","TD Ballpark, Sahlen Field, Rogers Centre, Angel Stadium of Anaheim"
Washington Nationals,NL,"1,465,543",80,"18,319","1,384,612","12,280","42,064","73,257","175,478","273,596","336,910","253,239","353,063",Nationals Park
Miami Marlins,NL,"642,617",81,"7,934","1,423,199","10,262","25,767","60,632","69,719","73,705","164,359","154,946","119,256",LoanDepot Park
Los Angeles Angels,AL,"1,512,033",81,"18,667","1,545,105","10,378","40,880","121,553","196,285","229,319","376,738","274,434","313,704",Angel Stadium of Anaheim
