team,league,attendance,games,avg att,road att,minimum,maximum,apr,may,jun,jul,aug,sep,ballparks
Arizona Diamondbacks,NL,"2,242,695",81,"27,688","2,578,442","16,762","48,703","348,775","386,135","372,227","363,427","353,449","418,682",Chase Field
Atlanta Braves,NL,"2,555,781",81,"31,553","2,253,950","16,049","42,143","356,660","401,883","515,109","374,172","419,687","488,270",Truist Park
Baltimore Orioles,AL,"1,564,192",78,"20,054","2,203,583","10,399","45,469","276,131","221,191","313,787","284,328","278,784","189,971",Oriole Park at Camden Yards
Boston Red Sox,AL,"2,895,575",81,"35,748","2,429,422","31,314","37,830","432,332","524,722","438,312","481,920","482,286","536,003",Fenway Park
Chicago Cubs,NL,"3,181,089",82,"38,794","2,624,066","29,648","41,587","426,743","542,209","446,085","601,335","632,764","531,953",Wrigley Field
Chicago White Sox,AL,"1,608,817",80,"20,110","2,099,275","10,069","39,724","183,023","232,631","327,472","201,570","322,692","341,429",Guaranteed Rate Field
Cincinnati Reds,NL,"1,629,356",81,"20,116","2,423,437","10,346","43,878","224,166","275,573","371,791","305,521","227,858","224,447",Great American Ballpark
Cleveland Indians,AL,"1,926,701",80,"24,084","2,113,170","10,078","35,353","246,097","301,696","291,027","379,000","368,309","340,572",Progressive Field
Colorado Rockies,NL,"3,015,880",81,"37,233","2,591,775","20,291","48,216","399,021","411,507","505,704","591,000","495,325","613,323",Coors Field
Detroit Tigers,AL,"1,856,970",80,"23,212","2,092,634","14,858","42,516","264,692","309,431","367,253","297,782","332,887","284,925",Comerica Park
Houston Astros,AL,"2,980,549",81,"36,797","2,307,383","27,698","43,409","574,763","415,905","518,186","542,183","396,207","533,305",Minute Maid Park
Kansas City Royals,AL,"1,665,107",81,"20,557","1,940,986","12,324","38,427","261,757","292,617","258,483","272,448","337,598","242,204",Kauffman Stadium
Los Angeles Dodgers,NL,"3,857,500",82,"47,043","2,680,703","39,004","53,904","698,751","712,235","671,950","437,677","754,094","582,793",Dodger Stadium
Milwaukee Brewers,NL,"2,850,875",81,"35,196","2,349,038","24,310","45,520","461,383","504,973","452,468","450,464","418,327","563,260",American Family Field
Minnesota Twins,AL,"1,959,197",80,"24,490","2,188,388","15,438","39,214","252,866","272,552","398,167","330,809","393,296","311,507","Target Field, Estadio Hiram Bithorn"
New York Mets,NL,"2,224,995",79,"28,164","2,383,676","20,423","44,189","316,089","445,124","458,861","336,874","362,218","305,829",Citi Field
New York Yankees,AL,"3,482,855",81,"42,998","2,454,838","32,525","47,351","611,466","669,301","504,149","508,214","725,125","464,600",Yankee Stadium II
Oakland Athletics,AL,"1,573,616",81,"19,427","2,299,865","10,132","56,310","267,549","209,953","175,095","235,561","343,391","342,067",Oakland-Alameda County Coliseum
Philadelphia Phillies,NL,"2,158,124",79,"27,318","2,270,526","17,050","44,488","412,968","291,316","444,538","270,118","404,192","334,992","Citizens Bank Park, BB&T Ballpark at Bowman Field"
Pittsburgh Pirates,NL,"1,465,316",78,"18,786","2,534,338","10,316","35,900","193,741","295,042","230,996","333,103","246,660","165,774",PNC Park
San Diego Padres,NL,"2,168,536",81,"26,772","2,489,151","15,733","44,649","494,236","344,027","269,393","423,358","329,852","307,670","Petco Park, Estadio Monterrey"
San Francisco Giants,NL,"3,156,185",81,"38,965","2,747,164","35,041","42,582","589,171","343,560","609,481","562,382","517,009","534,582",Oracle Park
Seattle Mariners,AL,"2,299,489",81,"28,389","2,173,995","11,265","47,149","247,658","454,619","371,060","514,936","392,181","319,035",T-Mobile Park
St. Louis Cardinals,NL,"3,403,587",81,"42,020","2,371,219","33,448","47,514","476,475","629,805","741,155","407,543","514,839","633,770",Busch Stadium III
Tampa Bay Rays,AL,"1,154,973",81,"14,259","2,110,487","10,036","31,042","195,885","141,623","233,468","177,326","209,397","197,274",Tropicana Field
Texas Rangers,AL,"2,107,107",81,"26,014","2,144,075","16,718","47,253","433,011","397,977","374,420","266,130","358,954","276,615",Rangers Ballpark in Arlington
Toronto Blue Jays,AL,"2,325,281",80,"29,066","2,012,169","16,629","48,115","407,122","368,675","408,617","434,612","371,802","334,453",Rogers Centre
Washington Nationals,NL,"2,529,604",80,"31,620","2,248,191","19,357","42,723","377,723","407,401","430,688","360,955","495,498","457,339",Nationals Park
Miami Marlins,NL,"811,104",81,"10,014","2,284,500","10,428","32,151","190,267","105,621","113,574","149,669","146,199","105,774",LoanDepot Park
Los Angeles Angels,AL,"3,020,216",81,"37,287","2,270,826","28,078","44,822","602,162","483,185","421,289","624,065","421,724","467,791",Angel Stadium of Anaheim
