team,league,attendance,games,avg att,road att,minimum,maximum,apr,may,jun,jul,aug,sep,ballparks
Anaheim Angels,AL,"1,998,319",81,"24,671","2,491,366","13,763","43,489","215,960","344,654","403,345","353,166","359,032","322,162",Angel Stadium of Anaheim
Arizona Diamondbacks,NL,"2,735,821",81,"33,776","2,575,688","23,097","47,570","506,843","274,505","604,426","411,823","506,243","431,981",Chase Field
Atlanta Braves,NL,"2,823,494",81,"34,858","2,305,183","22,327","50,524","277,498","597,614","404,850","596,809","545,515","401,208",Turner Field
Baltimore Orioles,AL,"3,094,841",80,"38,686","2,333,354","24,558","49,072","368,984","617,718","478,171","553,626","558,102","518,240",Oriole Park at Camden Yards
Boston Red Sox,AL,"2,625,333",81,"32,412","2,694,999","26,302","33,977","507,676","355,518","527,166","333,446","430,698","470,829",Fenway Park
Chicago Cubs,NL,"2,779,465",79,"35,183","2,829,173","16,758","40,657","204,560","556,954","465,847","473,918","606,237","471,949",Wrigley Field
Chicago White Sox,AL,"1,766,172",80,"22,077","2,209,326","11,973","45,936","291,493","158,589","387,416","344,971","299,771","283,932",Guaranteed Rate Field
Cincinnati Reds,NL,"1,879,757",79,"23,794","2,672,186","15,729","41,901","219,437","421,568","239,150","418,528","321,724","259,350",Cinergy Field
Cleveland Indians,AL,"3,182,523",80,"39,782","2,365,190","29,427","49,479","513,249","458,524","455,097","671,865","623,915","459,873",Progressive Field
Colorado Rockies,NL,"3,168,579",81,"39,118","2,497,713","30,301","48,576","628,653","404,041","776,013","420,119","415,634","524,119",Coors Field
Detroit Tigers,AL,"1,920,995",80,"24,012","2,205,214","11,941","40,104","264,588","254,524","311,676","439,891","379,378","270,938",Comerica Park
Florida Marlins,NL,"1,261,216",80,"15,765","2,089,444","10,095","44,313","169,544","183,499","249,594","268,790","177,843","211,946",Sun Life Stadium
Houston Astros,NL,"2,906,277",81,"35,880","2,345,827","24,055","44,203","470,503","301,646","473,577","603,099","533,465","523,987",Minute Maid Park
Kansas City Royals,AL,"1,536,101",81,"18,964","2,232,880","11,097","40,150","195,424","327,368","340,514","192,672","310,326","169,797",Kauffman Stadium
Los Angeles Dodgers,NL,"3,017,143",81,"37,249","2,665,638","20,542","54,636","530,889","418,497","405,108","559,653","616,452","486,544",Dodger Stadium
Milwaukee Brewers,NL,"2,811,040",81,"34,704","2,336,431","23,577","43,624","475,925","359,468","401,976","681,457","513,846","378,368",American Family Field
Minnesota Twins,AL,"1,782,926",80,"22,287","2,274,457","10,049","46,101","258,888","334,308","328,996","303,597","368,653","188,484",Hubert H. Humphrey Metrodome
Montreal Expos,NL,"642,743",81,"7,935","2,114,908","10,242","45,183","125,701","109,864","79,735","148,941","87,547","90,955",Stade Olympique
New York Mets,NL,"2,658,330",81,"32,819","2,425,340","10,281","55,067","328,557","566,091","414,182","550,951","540,882","257,667",Shea Stadium
New York Yankees,AL,"3,264,847",80,"40,811","2,817,919","10,480","55,814","573,787","309,946","706,835","603,464","661,314","409,501",Yankee Stadium I
Oakland Athletics,AL,"2,133,477",81,"26,339","2,266,282","10,586","51,838","202,219","357,425","384,303","386,904","432,546","370,080",Oakland-Alameda County Coliseum
Philadelphia Phillies,NL,"1,792,054",78,"22,975","2,118,161","11,311","59,470","151,588","279,003","330,727","382,580","313,164","334,992",Veterans Stadium
Pittsburgh Pirates,NL,"2,435,868",79,"30,834","2,206,465","17,293","39,388","245,984","409,387","489,727","437,940","403,663","449,167",PNC Park
San Diego Padres,NL,"2,378,148",80,"29,727","2,542,643","12,573","61,277","491,230","337,848","392,513","356,527","328,634","471,396",Qualcomm Stadium
San Francisco Giants,NL,"3,311,000",81,"40,877","2,857,220","36,422","41,901","614,866","564,924","598,775","415,616","498,983","617,836",Oracle Park
Seattle Mariners,AL,"3,512,326",81,"43,362","2,573,103","25,016","48,823","380,521","588,346","676,862","547,105","593,336","726,156",T-Mobile Park
St. Louis Cardinals,NL,"3,109,578",81,"38,390","2,710,996","25,625","48,702","529,105","429,400","678,988","473,574","537,615","460,896",Busch Stadium II
Tampa Bay Devil Rays,AL,"1,227,383",81,"15,153","2,289,406","10,443","37,070","168,620","174,033","210,729","177,379","290,656","205,966",Tropicana Field
Texas Rangers,AL,"2,831,111",81,"34,952","2,252,708","21,517","49,603","388,647","524,710","427,885","607,179","458,467","424,223",Rangers Ballpark in Arlington
Toronto Blue Jays,AL,"1,915,127",81,"23,644","2,202,774","13,766","48,115","351,670","193,391","368,694","353,353","302,592","345,427","Estadio Hiram Bithorn, Rogers Centre"
