Rk,Tm,W,L,Ties,W-L%,R,RA,Rdiff,SOS,SRS,pythWL,Luck,Home,Road,ExInn,1Run,vRHP,vLHP,≥.500,<.500
1,Kansas City Monarchs,36,11,3,.766,6.0,3.7,2.3,,,,,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0
2,Cincinnati Reds,100,53,2,.654,4.6,3.4,1.2,-0.1,1.0,96-57,4,55-21,45-32,8-8,41-17,90-47,10-6,42-24,58-29
3,Homestead Grays,36,20,0,.643,5.9,4.8,1.1,,,,,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0
4,Detroit Tigers,90,64,1,.584,5.7,4.6,1.1,-0.1,1.0,92-62,-2,50-29,40-35,5-8,23-19,74-52,16-12,45-43,45-21
5,Baltimore Elite Giants,32,23,0,.582,6.4,5.5,1.0,,,,,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0
6,Memphis Red Sox,36,26,0,.581,4.1,4.6,-0.5,,,,,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0
7,Cleveland Indians,89,65,1,.578,4.6,4.1,0.5,-0.1,0.4,85-69,4,51-30,38-35,7-2,25-20,51-45,38-20,51-37,38-28
8,Brooklyn Dodgers,88,65,3,.575,4.5,4.0,0.5,-0.1,0.4,85-68,3,41-37,47-28,9-10,21-23,68-51,20-14,32-34,56-31
9,New York Yankees,88,66,1,.571,5.3,4.3,0.9,-0.1,0.8,91-63,-3,52-24,36-42,6-8,22-23,48-40,40-26,44-44,44-22
10,Newark Eagles,28,22,1,.560,6.8,5.7,1.1,,,,,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0
11,St. Louis Cardinals,84,69,3,.549,4.8,4.5,0.3,0.0,0.3,81-72,3,41-36,43-33,6-5,25-17,61-47,23-22,30-36,54-33
12,Cleveland Bears,21,18,1,.538,5.2,5.1,0.0,,,,,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0
13,Chicago White Sox,82,72,1,.532,4.7,4.3,0.4,0.0,0.4,83-71,-1,41-36,41-36,5-10,31-32,70-53,12-19,41-47,41-25
14,Boston Red Sox,82,72,0,.532,5.7,5.4,0.3,0.0,0.3,81-73,1,45-34,37-38,13-7,26-19,68-58,14-14,39-49,43-23
15,Pittsburgh Pirates,78,76,2,.506,5.2,5.0,0.2,0.0,0.1,79-75,-1,40-34,38-42,5-7,22-23,61-62,17-14,28-38,50-38
16,St. Louis-New Orleans Stars,25,29,2,.463,4.9,5.4,-0.6,,,,,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0
17,Philadelphia Stars,24,37,0,.393,5.1,5.8,-0.7,,,,,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0
18,Chicago Cubs,75,79,0,.487,4.4,4.1,0.3,0.0,0.3,82-72,-7,40-37,35-42,13-9,24-31,63-67,12-12,37-51,38-28
19,New York Black Yankees,19,24,0,.442,4.5,6.6,-2.1,,,,,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0
20,Chicago American Giants,22,31,1,.415,3.4,5.2,-1.7,,,,,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0
21,New York Cubans,13,26,1,.333,4.9,5.7,-0.8,,,,,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0
22,New York Giants,72,80,0,.474,4.4,4.3,0.0,0.0,0.0,76-76,-4,33-43,39-37,7-6,19-22,58-66,14-14,35-51,37-29
23,St. Louis Browns,67,87,2,.435,4.9,5.7,-0.8,0.1,-0.7,66-88,1,37-39,30-48,6-5,22-21,51-63,16-24,42-68,25-19
24,Birmingham Black Barons,17,30,0,.362,4.2,5.0,-0.8,,,,,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0
25,Boston Bees,65,87,0,.428,4.1,4.9,-0.8,0.1,-0.7,64-88,1,35-40,30-47,8-5,17-21,52-69,13-18,35-52,30-35
26,Washington Nationals,64,90,0,.416,4.3,5.3,-0.9,0.1,-0.8,63-91,1,36-41,28-49,8-7,28-29,50-62,14-28,39-71,25-19
27,Toledo/Indianapolis Crawfords,6,18,1,.250,3.5,4.0,-0.5,,,,,0-0,0-0,0-0,0-0,0-0,0-0,0-0,0-0
28,Philadelphia Athletics,54,100,0,.351,4.6,6.1,-1.5,0.2,-1.3,58-96,-4,29-42,25-58,6-9,15-29,43-74,11-26,38-72,16-28
29,Philadelphia Phillies,50,103,0,.327,3.2,4.9,-1.7,0.2,-1.5,49-104,1,24-55,26-48,4-10,12-27,41-91,9-12,24-64,26-39
,Average,53,53,0,.500,4.8,4.9,,,,52-53,,22-19,19-22,4-4,12-12,32-32,9-9,20-26,21-15
