team,league,attendance,games,avg att,road att,minimum,maximum,apr,may,jun,jul,aug,sep,ballparks
Atlanta Braves,NL,"1,387,152",80,"17,339","1,850,076","10,649","46,609","209,674","185,899","350,022","267,208","258,272","116,077",Atlanta-Fulton County Stadium
Baltimore Orioles,AL,"1,973,222",79,"24,977","1,737,893","12,933","52,292","211,916","278,648","473,349","337,378","332,699","339,232",Memorial Stadium
Boston Red Sox,AL,"2,146,694",79,"27,173","2,266,094","10,583","35,716","206,410","243,762","401,130","362,585","407,373","525,434",Fenway Park
Chicago Cubs,NL,"1,859,102",78,"23,835","1,877,259","10,501","38,151","194,789","383,103","305,997","347,547","445,417","182,249",Wrigley Field
Chicago White Sox,AL,"1,424,017",79,"18,026","1,852,591","10,069","42,265","162,244","217,936","296,104","310,094","263,081","174,558",Comiskey Park I
Cincinnati Reds,NL,"1,692,432",78,"21,698","1,850,435","11,411","54,960","166,618","230,009","332,430","290,056","331,040","342,279",Cinergy Field
Cleveland Indians,AL,"1,470,977",79,"18,620","1,727,221","10,002","73,303","78,959","348,440","182,621","321,585","448,194","91,178",Cleveland Stadium
Detroit Tigers,AL,"1,899,437",77,"24,668","1,821,391","11,035","51,437","208,155","264,099","374,165","306,143","499,333","247,542",Tiger Stadium
Houston Astros,NL,"1,734,266",81,"21,411","1,818,671","10,148","44,502","150,947","170,411","285,758","344,979","376,566","405,605",Astrodome
Kansas City Royals,AL,"2,320,764",78,"29,753","1,909,381","17,300","40,646","226,251","442,246","475,503","429,432","413,662","333,670",Kauffman Stadium
Los Angeles Dodgers,NL,"3,033,208",80,"37,915","2,091,458","22,643","50,401","557,405","532,828","508,761","518,900","576,110","339,204",Dodger Stadium
Milwaukee Brewers,AL,"1,265,041",79,"16,013","1,707,214","10,048","52,478","116,622","148,912","313,673","264,884","281,091","139,859",County Stadium
Minnesota Twins,AL,"1,256,566",81,"15,513","1,707,197","10,396","42,871","159,668","237,346","215,863","245,794","232,246","165,649",Hubert H. Humphrey Metrodome
Montreal Expos,NL,"1,125,164",77,"14,613","1,926,753","10,015","35,743","82,482","175,607","229,620","206,825","261,189","169,441",Stade Olympique
New York Mets,NL,"2,762,417",75,"36,832","2,179,986","10,282","50,939","180,789","460,445","588,826","529,641","458,949","543,767",Shea Stadium
New York Yankees,AL,"2,268,186",80,"28,352","2,195,439","13,052","55,602","293,741","404,165","372,620","393,666","479,699","324,295",Yankee Stadium I
Oakland Athletics,AL,"1,314,646",79,"16,641","1,614,801","10,130","44,726","193,724","234,168","262,425","248,379","136,898","239,052",Oakland-Alameda County Coliseum
Philadelphia Phillies,NL,"1,918,623",78,"24,598","1,723,841","10,608","61,475","136,265","251,167","376,058","391,941","376,590","386,602",Veterans Stadium
Pittsburgh Pirates,NL,"1,014,629",80,"12,683","1,653,113","10,325","48,962","126,472","194,318","227,376","149,488","184,938","132,037",Three Rivers Stadium
San Diego Padres,NL,"1,805,776",81,"22,294","1,769,815","11,319","54,732","351,925","347,991","334,336","339,874","268,404","163,246",Qualcomm Stadium
San Francisco Giants,NL,"1,532,385",78,"19,646","1,926,091","10,316","49,496","241,576","255,706","236,837","265,650","384,185","148,431",Candlestick Park
Seattle Mariners,AL,"1,028,223",81,"12,694","1,558,644","10,152","42,121","153,148","217,004","154,932","187,985","194,494","120,660",Kingdome
St. Louis Cardinals,NL,"2,498,142",81,"30,841","1,695,798","12,338","48,672","351,239","499,681","479,751","353,132","493,852","320,487",Busch Stadium II
Texas Rangers,AL,"1,692,021",79,"21,418","1,670,051","10,126","42,485","205,833","307,456","302,986","366,060","294,590","215,096",Arlington Stadium
Toronto Blue Jays,AL,"2,455,477",78,"31,480","1,717,280","16,161","45,161","234,287","305,052","580,270","322,549","584,829","428,490",Exhibition Stadium
California Angels,AL,"2,655,459",81,"32,783","1,685,533","22,289","61,559","292,830","388,364","530,901","402,859","451,967","588,538",Angel Stadium of Anaheim
