team,league,attendance,games,avg att,road att,minimum,maximum,apr,may,jun,jul,aug,sep,ballparks
Arizona Diamondbacks,NL,"2,134,895",81,"26,357","2,677,427","16,154","48,023","408,909","345,485","276,735","420,538","310,308","372,920",Chase Field
Atlanta Braves,NL,"2,548,679",81,"31,465","2,498,497","18,295","51,456","303,312","396,706","523,336","464,228","432,579","428,518",Turner Field
Baltimore Orioles,AL,"2,357,561",81,"29,106","2,318,795","11,168","46,653","316,780","406,452","503,540","385,426","378,551","366,812",Oriole Park at Camden Yards
Boston Red Sox,AL,"2,833,333",81,"34,979","2,676,645","27,704","38,540","519,029","438,826","526,963","437,903","437,581","473,031",Fenway Park
Chicago Cubs,NL,"2,642,682",81,"32,626","2,604,903","20,696","42,240","313,607","566,405","382,843","450,459","544,465","384,903",Wrigley Field
Chicago White Sox,AL,"1,768,413",80,"22,105","2,213,981","13,404","39,012","281,472","238,791","258,596","354,104","356,323","279,127",Guaranteed Rate Field
Cincinnati Reds,NL,"2,534,411",81,"31,289","2,631,259","14,916","43,168","411,088","382,000","436,957","358,891","474,636","470,839","Great American Ballpark, Oracle Park"
Cleveland Indians,AL,"1,572,926",80,"19,662","2,258,745","10,282","41,567","132,400","321,562","236,837","355,105","270,571","256,451",Progressive Field
Colorado Rockies,NL,"2,793,828",81,"34,492","2,646,264","18,341","49,077","343,774","559,643","583,959","501,731","365,544","439,177",Coors Field
Detroit Tigers,AL,"3,083,397",81,"38,067","2,270,003","28,781","45,051","448,529","488,094","595,923","452,393","663,051","435,407",Comerica Park
Houston Astros,AL,"1,651,883",81,"20,394","2,233,523","11,686","41,307","241,573","305,720","281,061","229,633","293,059","300,837",Minute Maid Park
Kansas City Royals,AL,"1,750,754",81,"21,614","2,222,078","10,069","40,073","213,954","314,399","304,749","287,027","366,158","264,467",Kauffman Stadium
Los Angeles Dodgers,NL,"3,743,527",81,"46,216","2,863,247","30,981","53,393","647,335","611,769","745,422","518,852","668,837","551,312",Dodger Stadium
Milwaukee Brewers,NL,"2,531,105",81,"31,248","2,518,668","21,023","45,781","429,477","481,786","406,544","406,112","414,511","392,675",American Family Field
Minnesota Twins,AL,"2,477,644",81,"30,588","2,188,785","21,826","39,317","360,503","386,838","484,027","307,898","479,533","458,845",Target Field
New York Mets,NL,"2,135,657",80,"26,696","2,480,896","20,147","41,891","395,161","378,395","290,096","316,544","414,662","340,799",Citi Field
New York Yankees,AL,"3,279,589",81,"40,489","2,690,614","31,445","49,514","559,177","481,044","585,928","532,611","531,631","589,198",Yankee Stadium II
Oakland Athletics,AL,"1,809,302",81,"22,337","2,373,982","10,689","36,067","306,455","219,158","344,927","334,408","302,796","301,558",Oakland-Alameda County Coliseum
Philadelphia Phillies,NL,"3,012,403",81,"37,190","2,467,584","28,826","45,725","513,147","479,055","447,899","453,919","622,900","495,483",Citizens Bank Park
Pittsburgh Pirates,NL,"2,256,862",80,"28,211","2,712,561","10,539","39,514","247,390","386,833","358,177","383,926","495,929","384,607",PNC Park
San Diego Padres,NL,"2,166,691",81,"26,749","2,609,190","14,596","44,436","327,445","373,138","421,475","290,173","434,077","320,383",Petco Park
San Francisco Giants,NL,"3,326,796",80,"41,585","2,833,282","41,048","42,747","501,139","748,186","375,431","583,635","582,507","535,898",Oracle Park
Seattle Mariners,AL,"1,761,546",81,"21,747","2,304,056","10,245","46,027","306,078","207,376","413,364","329,138","324,156","181,434",T-Mobile Park
St. Louis Cardinals,NL,"3,369,769",81,"41,602","2,589,923","34,882","47,345","450,512","528,742","599,987","491,456","694,722","604,350",Busch Stadium III
Tampa Bay Rays,AL,"1,510,300",81,"18,646","2,472,703","10,273","34,078","255,865","233,494","283,120","212,938","324,930","199,953",Tropicana Field
Texas Rangers,AL,"3,178,273",82,"38,759","2,277,838","26,198","48,845","388,019","556,461","605,100","647,308","421,166","560,219",Rangers Ballpark in Arlington
Toronto Blue Jays,AL,"2,536,562",81,"31,316","2,271,213","15,684","48,857","445,482","437,508","317,341","577,812","419,106","339,313",Rogers Centre
Washington Nationals,NL,"2,652,422",81,"32,746","2,478,384","24,394","45,274","509,006","359,679","412,025","602,575","426,406","342,731",Nationals Park
Miami Marlins,NL,"1,586,322",81,"19,584","2,407,359","13,110","34,439","285,648","213,974","207,964","255,218","331,852","291,666",LoanDepot Park
Los Angeles Angels,AL,"3,019,505",81,"37,278","2,234,632","30,010","44,014","464,828","576,413","543,046","464,686","479,323","491,209",Angel Stadium of Anaheim
