team,league,attendance,games,avg att,road att,minimum,maximum,apr,may,jun,jul,aug,sep,ballparks
Atlanta Braves,NL,"2,534,240",54,"46,930","2,199,325","36,444","49,559","415,472","645,551","751,327","721,890",0,0,Atlanta-Fulton County Stadium
Baltimore Orioles,AL,"2,535,359",54,"46,951","1,664,886","43,578","47,851","602,114","473,995","706,682","752,568",0,0,Oriole Park at Camden Yards
Boston Red Sox,AL,"1,775,541",61,"29,107","1,616,483","11,776","34,657","334,976","314,334","446,626","456,092","223,513",0,Fenway Park
Chicago Cubs,NL,"1,845,278",58,"31,815","1,861,067","15,261","41,010","259,364","430,540","480,117","356,223","319,034",0,Wrigley Field
Chicago White Sox,AL,"1,697,448",53,"32,027","1,826,546","21,444","43,589","315,958","378,311","471,635","531,544",0,0,Guaranteed Rate Field
Cincinnati Reds,NL,"1,897,591",60,"31,627","1,599,119","20,179","55,093","363,305","360,773","437,257","463,524","272,732",0,Cinergy Field
Cleveland Indians,AL,"1,995,474",51,"39,127","1,876,977","24,777","41,926","377,267","420,284","573,442","457,736","166,745",0,Progressive Field
Colorado Rockies,NL,"3,281,464",56,"58,598","1,754,078","45,667","73,957","661,803","716,967","867,446","650,164","385,084",0,Mile High Stadium
Detroit Tigers,AL,"1,184,783",57,"20,786","1,800,947","10,251","50,314","162,056","255,991","303,893","379,604","83,239",0,Tiger Stadium
Florida Marlins,NL,"1,942,377",59,"32,922","1,798,169","24,114","45,037","411,319","459,079","414,983","533,337","123,659",0,Sun Life Stadium
Houston Astros,NL,"1,560,970",59,"26,457","1,699,424","12,115","49,927","304,133","266,189","392,595","311,046","287,007",0,Astrodome
Kansas City Royals,AL,"1,400,581",57,"24,572","1,642,764","13,968","38,496","174,071","327,081","243,042","474,655","181,732",0,Kauffman Stadium
Los Angeles Dodgers,NL,"2,280,140",55,"41,457","2,068,357","28,194","54,859","498,751","586,086","481,522","553,535","160,246",0,Dodger Stadium
Milwaukee Brewers,AL,"1,268,398",56,"22,650","1,705,861","10,484","52,012","201,443","286,471","317,356","284,561","178,567",0,County Stadium
Minnesota Twins,AL,"1,398,565",59,"23,704","1,695,417","11,558","41,012","249,847","307,575","310,730","280,855","249,558",0,Hubert H. Humphrey Metrodome
Montreal Expos,NL,"1,276,250",52,"24,543","1,900,532","11,605","47,001","200,558","259,226","382,916","296,053","137,497",0,Stade Olympique
New York Mets,NL,"1,152,161",52,"22,157","1,818,286","14,147","42,627","181,738","310,419","283,998","225,703","150,303",0,Shea Stadium
New York Yankees,AL,"1,681,507",57,"29,500","1,662,027","14,767","56,706","297,082","393,222","279,635","551,496","160,072",0,Yankee Stadium I
Oakland Athletics,AL,"1,240,920",56,"22,159","1,798,342","10,399","44,501","236,649","230,581","276,294","292,075","205,321",0,Oakland-Alameda County Coliseum
Philadelphia Phillies,NL,"2,289,963",58,"39,482","1,718,169","23,346","58,627","349,111","630,766","540,001","393,173","376,912",0,Veterans Stadium
Pittsburgh Pirates,NL,"1,222,579",60,"20,376","1,791,007","10,043","44,136","223,610","271,629","206,095","386,126","135,119",0,Three Rivers Stadium
San Diego Padres,NL,"953,886",57,"16,735","1,704,765","10,227","42,251","227,113","256,796","210,531","259,446",0,0,Qualcomm Stadium
San Francisco Giants,NL,"1,704,317",59,"28,887","1,832,665","14,472","58,077","309,041","434,564","299,814","584,802","76,096",0,Candlestick Park
Seattle Mariners,AL,"1,102,288",44,"25,052","1,970,086","11,976","57,806","312,712","255,247","401,435","132,894",0,0,Kingdome
St. Louis Cardinals,NL,"1,839,098",54,"34,057","2,035,351","21,867","53,415","348,732","355,856","531,648","602,862",0,0,Busch Stadium II
Texas Rangers,AL,"2,502,662",62,"40,366","1,591,303","22,995","46,679","438,066","475,500","579,412","771,854","237,830",0,Rangers Ballpark in Arlington
Toronto Blue Jays,AL,"2,907,949",59,"49,287","1,775,803","44,164","50,530","529,422","882,330","553,594","639,508","303,095",0,Rogers Centre
California Angels,AL,"1,512,622",63,"24,010","1,576,655","11,478","55,057","305,235","347,176","389,639","287,743","182,829",0,Angel Stadium of Anaheim
